transcript_id	WT_2mos	TG_2mos	WT_4mos	TG_4mos	WT_6mos	WT_8mos	TG_8mos	TG_6mos
PB.408.3	1	0	0	4	1	0	1	3
PB.408.4	0	0	0	0	2	0	0	1
PB.408.5	0	1	1	0	0	0	0	0
PB.408.6	0	0	1	0	1	0	0	0
PB.408.7	0	0	0	2	0	0	0	0
PB.408.8	1	1	0	0	0	0	0	0
PB.408.9	1	0	1	0	0	1	0	0
PB.409.1	1	0	1	0	0	1	0	0
PB.410.1	1	0	0	3	1	0	0	0
PB.410.2	0	1	0	0	0	0	0	2
PB.411.1	0	0	0	0	1	0	0	1
PB.412.1	9	5	6	13	3	11	1	1
PB.412.10	0	1	0	0	0	1	0	0
PB.412.11	1	2	1	3	1	0	0	3
PB.412.12	1	0	1	0	0	1	0	0
PB.412.13	0	1	0	1	1	1	0	0
PB.412.3	1	8	5	5	3	3	1	1
PB.412.6	1	0	3	3	1	1	1	0
PB.412.7	2	1	0	2	2	0	0	2
PB.412.8	0	1	0	1	0	0	0	0
PB.412.9	1	0	1	0	0	0	0	0
PB.413.1	0	1	1	0	1	0	0	0
PB.415.1	1	0	0	0	0	0	1	0
PB.415.2	0	1	1	0	0	1	1	1
PB.415.3	4	7	7	3	3	4	1	1
PB.415.4	1	0	0	1	0	0	1	0
PB.417.1	9	8	3	8	1	10	2	6
PB.418.1	0	1	4	1	0	1	1	0
PB.418.2	2	1	2	0	0	2	1	1
PB.419.1	2	0	1	1	1	1	3	2
PB.419.2	0	0	0	0	0	0	1	2
PB.42.1	0	1	0	1	0	0	0	0
PB.42.2	1	0	0	1	1	0	0	1
PB.421.1	3	2	1	6	2	5	1	1
PB.422.1	1	0	0	0	0	1	2	0
PB.423.1	1	0	1	0	0	0	0	0
PB.423.2	1	0	2	2	1	0	1	0
PB.424.1	1	1	0	1	0	0	1	1
PB.425.1	1	1	0	0	0	1	1	1
PB.425.2	1	0	1	0	0	0	0	0
PB.425.3	9	11	8	10	14	9	5	4
PB.426.1	1	2	0	1	0	0	0	0
PB.428.1	0	0	0	0	0	0	2	0
PB.429.1	2	4	3	3	2	4	5	5
PB.429.10	1	1	2	3	0	2	1	0
PB.429.4	0	2	0	0	0	0	0	0
PB.429.5	0	1	0	0	0	1	0	0
PB.429.7	2	1	2	1	0	5	3	0
PB.429.8	1	0	0	0	0	1	0	0
PB.43.1	0	0	0	0	1	0	1	1
PB.430.1	0	2	0	1	0	1	0	0
PB.433.1	2	0	0	0	0	0	0	0
PB.434.1	0	0	0	0	0	0	0	2
PB.435.1	0	2	0	1	0	0	0	0
PB.436.1	1	0	0	1	1	0	0	0
PB.437.1	0	0	3	2	1	1	1	0
PB.437.2	0	0	0	0	0	2	0	0
PB.438.3	3	8	3	6	3	4	1	4
PB.438.4	1	0	0	1	0	0	0	0
PB.439.1	6	4	3	1	3	4	1	3
PB.44.1	1	0	0	0	0	0	1	0
PB.44.2	1	1	0	1	0	0	0	0
PB.44.3	1	2	2	1	1	4	0	0
PB.44.4	1	0	0	0	2	0	0	0
PB.44.5	0	0	0	1	0	1	0	1
PB.440.1	0	0	0	0	0	1	0	1
PB.440.3	4	4	3	2	2	1	0	1
PB.440.4	3	3	1	1	0	0	0	0
PB.441.1	0	1	1	1	1	1	1	0
PB.442.1	4	9	3	10	6	5	7	3
PB.442.2	0	0	1	0	1	0	0	0
PB.442.3	0	0	0	1	0	1	0	0
PB.442.4	0	0	1	0	0	2	0	0
PB.443.1	0	1	0	1	0	1	0	1
PB.444.1	2	2	3	4	1	3	1	0
PB.444.2	0	1	1	0	0	0	0	0
PB.445.1	0	1	1	0	0	1	0	0
PB.446.1	0	2	0	0	0	0	0	0
PB.446.2	5	0	5	5	3	2	5	1
PB.447.1	2	2	2	2	2	2	0	1
PB.447.2	1	0	1	0	0	0	0	0
PB.447.3	1	2	0	0	1	1	0	1
PB.447.4	1	0	0	0	0	1	0	0
PB.448.1	0	1	0	0	0	1	0	1
PB.449.1	0	1	0	1	1	0	0	0
PB.45.3	0	0	1	1	0	1	0	0
PB.45.5	0	3	0	0	1	0	0	1
PB.45.7	1	0	0	0	0	0	0	1
PB.450.1	0	0	2	0	0	1	0	0
PB.450.2	3	7	4	5	6	4	2	1
PB.450.3	3	2	1	2	2	4	0	0
PB.450.4	0	0	0	0	1	1	1	0
PB.451.1	1	0	0	1	0	2	2	1
PB.452.1	2	1	2	1	0	1	0	2
PB.453.1	0	0	0	0	0	0	1	1
PB.454.1	0	0	0	0	0	1	0	1
PB.455.1	2	2	2	3	0	1	0	0
PB.455.2	0	1	0	1	0	0	0	0
PB.455.3	0	0	0	1	1	1	0	0
PB.455.4	1	0	0	0	1	0	0	0
PB.455.5	1	1	0	0	0	0	0	0
PB.455.6	0	0	2	0	0	0	0	0
PB.456.1	3	5	1	4	0	3	2	6
PB.456.3	1	1	0	0	0	0	0	0
PB.457.1	0	1	0	1	0	0	0	0
PB.457.2	3	1	2	8	1	1	1	2
PB.457.3	0	1	0	2	0	2	0	0
PB.457.4	0	0	0	1	1	0	0	0
PB.457.5	0	1	0	1	0	0	0	0
PB.458.1	1	0	0	0	0	1	1	1
PB.458.2	4	0	0	0	0	0	0	0
PB.458.3	0	2	0	2	1	0	0	3
PB.458.4	0	0	0	0	0	1	1	0
PB.459.10	1	0	0	0	0	0	1	0
PB.459.13	10	8	13	19	3	11	18	12
PB.459.18	0	0	0	0	0	3	0	0
PB.459.20	0	1	2	0	0	0	1	0
PB.459.21	0	0	0	1	0	0	1	0
PB.459.26	29	34	35	27	15	30	20	19
PB.459.27	1	0	0	1	0	2	0	0
PB.459.28	1	1	0	1	0	1	0	0
PB.459.3	0	1	0	1	0	0	0	0
PB.460.26	5	3	1	5	3	4	4	5
PB.460.27	0	1	0	1	0	0	0	0
PB.460.28	0	0	0	0	0	1	0	1
PB.460.29	0	0	2	0	0	0	0	0
PB.460.31	0	1	0	1	0	0	0	0
PB.460.32	0	0	0	0	0	1	0	1
PB.460.33	0	0	0	1	0	0	0	1
PB.460.34	0	0	1	0	0	0	1	0
PB.460.35	0	1	1	0	0	0	0	0
PB.461.1	17	24	19	19	12	16	12	8
PB.461.2	0	0	0	2	0	1	0	0
PB.461.3	1	1	0	1	0	0	0	2
PB.461.4	0	5	2	1	0	2	1	1
PB.461.5	1	1	2	2	1	1	0	2
PB.461.6	1	1	1	1	1	0	0	0
PB.461.7	0	1	0	0	0	1	0	0
PB.462.3	2	0	0	1	2	0	0	0
PB.462.8	1	1	1	2	0	2	0	0
PB.464.1	1	1	0	0	0	0	0	0
PB.465.4	1	2	1	3	1	4	0	2
PB.465.5	1	4	1	2	0	2	2	0
PB.465.6	1	0	0	0	1	0	0	0
PB.466.1	1	0	0	0	0	1	0	0
PB.466.2	0	0	0	2	0	0	0	0
PB.468.1	1	1	2	1	0	0	0	0
PB.468.2	0	1	0	0	0	0	0	1
PB.468.3	3	6	1	5	1	4	0	1
PB.47.1	3	0	0	0	1	2	0	0
PB.471.1	2	2	1	1	2	3	0	1
PB.471.2	1	0	4	3	3	4	1	3
PB.472.1	1	4	1	3	0	2	2	3
PB.472.2	0	1	0	1	0	0	0	0
PB.472.4	0	1	0	0	0	1	0	0
PB.472.5	0	1	0	0	1	0	0	0
PB.473.1	1	2	1	1	2	1	4	0
PB.473.2	1	1	0	0	0	0	0	0
PB.474.1	1	0	0	1	0	0	0	0
PB.474.10	0	0	0	0	0	0	2	0
PB.474.2	0	1	0	0	1	0	0	0
PB.474.4	0	1	1	0	0	1	0	0
PB.474.5	0	1	1	0	0	0	0	0
PB.474.6	0	0	1	1	0	0	0	0
PB.474.7	0	1	0	0	0	0	2	0
PB.474.8	2	0	0	0	0	0	0	0
PB.475.1	1	0	0	1	0	2	0	0
PB.476.1	0	2	1	2	0	0	0	0
PB.477.1	0	0	1	0	0	0	0	1
PB.478.2	0	1	1	1	0	0	2	1
PB.478.3	5	7	2	5	2	4	0	3
PB.478.4	0	1	0	1	0	0	0	0
PB.48.1	0	1	1	2	0	0	1	1
PB.480.1	1	4	2	3	2	1	0	6
PB.480.2	0	1	0	0	0	0	1	0
PB.481.1	0	1	1	0	0	0	0	0
PB.481.2	1	0	0	2	1	0	0	0
PB.483.1	1	1	0	0	0	1	2	0
PB.483.2	1	0	0	0	0	1	0	0
PB.483.3	0	0	0	1	1	0	0	0
PB.484.3	5	6	0	1	5	3	3	0
PB.484.4	0	1	0	0	0	3	1	1
PB.485.2	0	3	0	1	0	1	0	2
PB.486.1	4	5	4	3	2	0	1	0
PB.487.1	1	2	1	3	0	0	1	1
PB.488.1	0	0	0	0	0	0	0	2
PB.489.1	0	0	0	1	1	0	0	0
PB.489.2	1	0	0	1	0	0	1	0
PB.49.1	1	0	2	0	1	1	0	0
PB.49.2	1	0	1	0	0	1	0	0
PB.490.1	2	0	0	1	0	0	0	0
PB.491.1	1	2	0	1	0	0	0	0
PB.494.1	0	0	1	0	0	1	0	0
PB.494.2	2	3	0	3	8	4	4	1
PB.494.3	0	5	8	2	3	2	1	0
PB.496.1	3	11	7	5	3	7	5	2
PB.498.1	0	1	0	1	0	0	0	0
PB.499.1	0	1	0	3	0	1	0	2
PB.5.1	6	7	2	5	2	0	3	5
PB.5.3	0	0	1	0	1	0	0	0
PB.5.4	0	0	0	1	1	1	0	0
PB.500.2	1	6	2	3	3	3	3	6
PB.500.4	0	0	0	0	0	1	1	0
PB.500.6	2	0	0	0	0	1	0	0
PB.500.7	0	0	0	0	0	2	0	0
PB.501.1	3	2	1	1	0	2	0	3
PB.502.1	5	0	3	1	0	0	0	0
PB.502.3	0	0	0	1	0	0	1	0
PB.503.3	1	0	1	0	1	0	0	0
PB.505.1	0	0	1	0	0	1	0	0
PB.505.2	0	0	1	0	0	0	1	0
PB.506.1	0	0	0	0	0	0	1	1
PB.507.1	2	1	0	3	0	2	0	2
PB.507.2	1	1	0	0	0	0	0	0
PB.509.1	0	0	0	0	0	2	0	0
PB.509.2	0	0	0	0	1	0	0	1
PB.51.3	0	1	0	0	0	0	1	0
PB.51.4	0	2	1	2	0	0	0	1
PB.51.5	22	17	12	20	16	26	7	15
PB.51.6	0	0	0	0	0	0	0	2
PB.51.7	0	1	0	0	0	0	0	2
PB.51.8	0	0	1	0	1	0	0	1
PB.510.1	1	0	0	0	0	0	0	1
PB.511.2	0	1	1	0	0	0	0	1
PB.512.1	2	1	1	1	1	0	0	1
PB.513.1	1	0	0	1	0	0	1	0
PB.515.1	0	0	2	0	0	0	0	0
PB.516.1	0	0	2	0	0	0	0	0
PB.517.2	0	0	0	0	0	0	1	1
PB.518.1	1	0	0	1	0	0	0	0
PB.518.2	0	0	0	1	1	0	1	0
PB.519.1	0	0	0	0	0	0	0	3
PB.519.2	0	1	2	0	0	0	0	0
PB.519.3	2	0	0	0	0	0	0	0
PB.52.1	0	0	0	1	0	0	0	1
PB.52.2	0	0	0	0	1	1	0	0
PB.524.1	0	0	2	0	0	1	0	0
PB.525.1	1	0	1	0	0	0	0	1
PB.526.2	4	5	6	0	3	1	0	1
PB.53.1	1	2	0	3	0	1	1	1
PB.53.2	0	0	0	1	1	0	0	0
PB.530.1	0	0	0	0	1	0	0	1
PB.530.2	1	0	1	0	0	0	1	1
PB.532.1	1	0	0	0	0	1	0	0
PB.54.2	0	0	0	1	0	0	0	1
PB.55.2	2	5	2	5	1	3	3	4
PB.55.3	0	0	1	0	0	0	1	3
PB.57.1	1	0	0	0	0	0	0	1
PB.58.2	1	1	0	3	4	1	0	0
PB.58.3	7	13	11	11	19	13	4	4
PB.58.4	0	1	0	1	1	0	0	0
PB.58.5	0	1	1	0	1	2	0	2
PB.59.1	8	3	6	5	4	4	7	2
PB.59.10	0	0	0	0	2	0	0	0
PB.59.12	0	0	0	2	0	0	0	0
PB.59.2	1	1	0	0	0	0	0	0
PB.59.3	2	0	0	1	0	0	0	1
PB.59.5	0	0	0	2	0	0	0	0
PB.59.8	7	20	12	8	3	16	4	11
PB.59.9	0	0	0	0	1	1	0	0
PB.6.1	4	2	1	2	1	2	1	0
PB.60.1	0	0	0	0	0	2	0	0
PB.61.1	0	0	2	0	0	0	0	0
PB.63.1	2	2	2	5	2	3	1	3
PB.64.1	1	0	0	2	0	0	0	1
PB.64.2	0	0	3	2	0	1	0	0
PB.65.1	0	1	0	0	0	0	0	1
PB.65.2	1	0	1	4	1	7	2	0
PB.65.3	0	0	0	1	0	0	1	0
PB.65.5	1	0	0	0	0	1	0	0
PB.66.1	0	3	1	3	3	1	0	0
PB.66.3	0	2	0	0	1	0	0	1
PB.67.1	1	0	1	0	0	0	1	0
PB.67.2	0	0	1	0	0	1	0	0
PB.67.3	0	1	0	0	1	2	0	0
PB.67.4	0	0	1	0	1	3	0	1
PB.67.5	2	0	1	3	0	0	0	0
PB.68.3	2	2	1	0	0	2	0	2
PB.68.4	1	0	1	0	0	0	0	0
PB.69.1	1	0	0	1	0	0	0	0
PB.7.1	5	11	10	10	3	9	7	13
PB.7.2	1	2	2	1	2	1	2	1
PB.7.3	0	1	0	0	2	0	0	0
PB.7.5	0	1	0	0	0	0	1	0
PB.7.6	0	1	0	0	1	0	0	0
PB.7.7	0	1	1	0	0	0	0	0
PB.7.8	0	1	0	1	2	1	0	0
PB.7.9	1	2	1	0	2	1	0	0
PB.71.2	0	2	1	4	4	2	0	2
PB.73.1	1	2	1	1	2	1	1	1
PB.74.1	0	0	1	0	1	0	0	0
PB.74.2	1	2	0	1	0	1	0	0
PB.75.4	0	2	0	1	0	0	0	0
PB.76.1	0	0	1	1	0	0	0	0
PB.77.1	0	0	2	0	0	0	1	0
PB.77.2	0	0	1	1	1	0	0	0
PB.78.1	0	1	2	1	1	3	1	0
PB.79.1	0	0	1	0	1	0	0	0
PB.80.1	0	2	0	0	0	0	0	0
PB.81.1	11	8	11	6	10	9	3	4
PB.82.1	0	0	1	1	0	1	0	0
PB.82.2	1	1	2	0	0	0	0	1
PB.83.1	0	0	0	0	0	0	0	2
PB.83.2	0	0	0	2	0	0	0	0
PB.84.1	0	0	0	0	1	0	0	1
PB.85.1	0	0	1	0	1	0	0	0
PB.86.1	1	1	1	0	1	1	0	1
PB.87.1	0	0	0	1	1	1	1	2
PB.88.1	0	0	0	0	0	1	0	1
PB.88.3	0	1	0	3	0	0	3	0
PB.88.4	1	0	0	0	0	0	0	1
PB.89.1	6	5	5	10	2	4	5	3
PB.89.2	0	0	0	0	0	0	0	2
PB.9.2	0	0	1	1	0	2	0	0
PB.90.1	0	0	0	1	0	2	0	0
PB.91.1	0	1	0	0	0	0	0	1
PB.92.1	0	0	0	0	1	0	0	1
PB.95.2	0	0	1	2	0	0	0	1
PB.96.1	1	0	2	2	1	0	0	0
PB.97.1	0	1	0	0	0	0	0	1
PB.98.1	1	0	0	0	0	1	0	0
PB.98.2	0	0	0	1	0	1	0	0
PB.98.3	0	0	0	1	0	1	1	0
PB.99.1	1	2	0	1	0	0	0	0
PB.533.1	0	0	0	2	0	0	0	0
PB.534.1	1	1	0	0	0	1	0	0
PB.536.2	0	1	1	0	0	0	0	0
PB.537.1	1	1	0	2	0	0	0	0
PB.540.1	0	0	0	1	0	1	0	0
PB.542.1	0	0	1	0	0	1	0	0
PB.542.11	0	1	2	0	0	1	1	0
PB.542.12	0	0	1	0	0	1	1	0
PB.542.3	0	0	1	1	0	2	2	1
PB.542.4	0	1	1	3	2	1	0	3
PB.542.5	0	1	1	0	0	0	0	1
PB.542.6	1	0	1	0	0	0	0	0
PB.542.7	2	6	2	0	5	0	0	0
PB.543.1	0	1	1	1	0	1	0	0
PB.544.1	2	0	0	2	1	1	1	0
PB.545.1	0	0	1	0	0	0	0	1
PB.545.2	0	1	0	1	0	0	0	0
PB.548.1	0	2	0	0	0	0	0	0
PB.550.1	0	0	0	0	1	0	1	0
PB.552.2	1	0	0	2	0	1	0	0
PB.552.3	0	0	0	1	0	0	1	0
PB.553.1	1	1	1	1	1	2	2	1
PB.554.1	2	0	0	0	1	1	0	0
PB.555.1	1	1	2	0	0	2	0	0
PB.555.2	1	2	0	3	0	0	1	1
PB.556.1	0	1	0	0	1	0	0	0
PB.556.2	1	0	0	1	0	0	0	0
PB.557.1	2	3	0	2	1	0	1	0
PB.557.2	0	1	1	1	0	0	0	0
PB.558.1	1	0	0	0	0	0	1	0
PB.558.2	0	1	0	0	0	0	1	0
PB.559.1	1	1	0	0	0	0	0	0
PB.560.2	2	3	3	0	0	3	0	0
PB.562.1	0	0	0	1	0	1	0	0
PB.563.1	0	0	0	0	0	1	1	0
PB.565.1	0	1	1	1	0	0	0	1
PB.567.1	1	1	1	1	1	2	0	0
PB.568.1	0	0	0	1	0	1	0	0
PB.569.1	0	1	0	1	0	0	0	0
PB.572.1	0	1	0	1	0	1	0	1
PB.573.1	3	4	0	2	1	2	1	1
PB.575.1	1	1	0	0	0	0	1	1
PB.575.2	0	0	1	1	0	0	0	0
PB.577.1	0	1	0	0	1	2	0	0
PB.577.2	0	1	0	0	1	0	0	1
PB.577.3	1	0	0	0	0	1	0	0
PB.578.1	0	0	0	2	0	0	0	0
PB.578.2	3	2	1	2	1	2	2	3
PB.578.3	0	1	0	1	1	0	0	0
PB.579.1	0	1	0	0	0	0	0	1
PB.579.2	2	2	3	5	1	2	1	2
PB.579.3	1	0	0	1	0	1	0	0
PB.580.2	2	1	2	2	0	1	1	0
PB.580.3	0	1	0	1	1	0	1	0
PB.581.1	1	0	0	0	3	0	0	2
PB.581.2	0	0	0	0	2	0	0	0
PB.581.3	8	3	7	2	7	4	0	2
PB.582.2	5	3	3	13	3	6	5	0
PB.582.3	0	0	0	1	0	0	1	0
PB.582.4	0	0	0	0	1	1	0	0
PB.583.1	6	4	2	3	1	3	1	4
PB.583.2	0	0	0	0	0	1	0	1
PB.584.1	0	1	0	1	0	2	0	2
PB.584.2	0	0	0	1	0	1	0	0
PB.585.1	0	1	1	0	0	0	0	0
PB.587.1	0	1	2	1	0	0	0	0
PB.587.2	4	3	2	1	4	5	2	2
PB.587.3	1	1	2	0	0	0	0	0
PB.587.5	0	2	0	0	0	0	0	2
PB.587.6	2	0	0	0	0	0	0	0
PB.588.1	1	0	0	1	0	0	0	0
PB.589.1	0	0	1	0	0	1	0	0
PB.589.3	0	6	0	4	1	5	0	1
PB.590.1	0	0	2	0	0	0	1	0
PB.590.2	0	2	0	1	0	0	0	0
PB.591.1	3	2	3	4	1	7	1	3
PB.592.1	1	0	1	1	0	0	0	0
PB.593.1	1	0	0	0	1	0	0	0
PB.593.2	0	1	0	0	0	0	1	0
PB.595.1	1	3	2	0	2	0	0	1
PB.596.1	0	0	2	0	0	1	0	0
PB.599.3	7	12	5	15	4	4	3	6
PB.599.4	0	0	0	1	1	0	0	0
PB.599.5	2	3	3	1	1	1	0	1
PB.599.6	1	3	0	0	2	1	0	1
PB.601.1	1	0	0	0	0	0	1	0
PB.602.1	0	0	0	0	0	0	0	2
PB.602.2	0	1	0	2	0	0	0	0
PB.602.3	0	1	0	0	1	0	0	0
PB.604.1	0	0	0	3	1	0	0	0
PB.605.1	0	0	0	0	0	2	0	0
PB.605.109	1	1	0	1	0	0	0	0
PB.605.110	0	0	0	0	0	1	1	0
PB.605.111	1	0	0	0	1	0	0	0
PB.605.114	18	21	17	16	9	27	12	16
PB.605.115	0	0	1	0	0	1	0	1
PB.605.116	0	0	2	0	0	1	0	0
PB.605.118	0	0	2	0	0	0	0	0
PB.605.120	0	1	0	0	0	2	1	0
PB.605.121	75	111	87	61	60	82	53	46
PB.605.123	0	1	0	0	1	0	0	1
PB.605.124	1	0	0	1	0	0	0	1
PB.605.125	13	28	25	32	26	31	15	36
PB.605.126	0	0	1	0	1	1	0	0
PB.605.128	1	2	1	0	3	3	0	0
PB.605.129	3	5	2	2	3	3	8	7
PB.605.130	0	1	0	0	0	0	1	0
PB.605.132	0	0	2	0	0	0	0	0
PB.605.138	30	46	38	19	18	37	28	22
PB.605.139	1	0	0	1	0	0	0	0
PB.605.141	4	2	2	0	0	3	4	5
PB.605.145	1	0	2	1	0	1	1	2
PB.605.146	3	4	5	7	10	4	2	12
PB.605.147	0	1	0	0	1	1	0	0
PB.605.148	13	17	19	14	7	18	8	1
PB.605.150	32	28	32	27	28	29	15	18
PB.605.152	0	1	2	3	1	0	0	0
PB.605.154	2	6	2	2	2	0	5	8
PB.605.156	0	0	0	0	0	2	0	0
PB.605.157	13	6	4	9	10	7	5	14
PB.605.158	22	32	24	24	31	19	17	19
PB.605.159	1	6	0	2	0	2	0	1
PB.605.161	1	0	0	0	1	0	0	1
PB.605.165	1	1	0	1	0	1	0	2
PB.605.166	3	0	1	1	0	0	1	2
PB.605.168	3	12	5	12	4	2	10	6
PB.605.169	1	0	0	1	0	0	1	1
PB.605.172	36	41	35	36	27	26	16	17
PB.605.174	0	1	0	0	1	0	0	1
PB.605.176	1	2	2	0	1	1	2	2
PB.605.180	0	0	0	0	0	0	0	2
PB.605.181	0	0	0	1	1	0	0	0
PB.605.182	0	1	0	0	1	0	0	0
PB.605.184	0	1	1	0	2	1	1	1
PB.605.185	5	3	1	4	2	2	2	1
PB.605.187	9	17	14	18	7	5	7	10
PB.605.188	17	32	30	15	35	14	11	12
PB.605.189	1	1	0	0	0	0	1	0
PB.605.191	0	1	0	0	0	1	1	1
PB.605.193	13	16	17	14	8	18	9	13
PB.605.194	0	1	2	0	0	0	0	1
PB.605.195	20	19	34	20	53	21	13	18
PB.605.196	0	0	0	0	2	1	0	0
PB.605.199	20	24	9	22	15	12	15	10
PB.605.200	12	16	22	15	28	13	8	10
PB.605.201	0	1	0	0	0	0	0	1
PB.605.202	13	15	17	11	30	14	8	9
PB.605.203	8	4	3	7	8	3	5	2
PB.605.31	0	0	0	0	0	2	0	0
PB.605.32	3	5	3	5	1	3	5	5
PB.605.33	0	1	0	0	0	0	1	0
PB.605.35	0	1	0	0	0	0	1	1
PB.605.37	3	3	4	2	4	3	4	1
PB.605.38	0	0	0	0	1	1	2	0
PB.605.39	0	2	0	0	0	1	0	0
PB.605.4	81	120	94	71	58	117	93	93
PB.605.41	1	1	0	0	0	0	0	0
PB.605.42	0	1	1	2	0	3	1	0
PB.605.43	0	0	0	0	1	0	0	2
PB.605.51	1	0	1	0	0	0	0	0
PB.605.54	1	0	0	0	0	0	2	1
PB.605.55	1	0	5	2	0	1	0	0
PB.605.57	0	0	0	1	0	0	1	0
PB.605.58	3	3	1	4	2	3	1	2
PB.605.59	0	0	0	1	1	0	0	4
PB.605.60	1	0	0	0	0	1	0	2
PB.605.63	1	1	1	0	0	0	0	0
PB.605.64	51	39	23	67	35	26	60	77
PB.605.65	20	25	14	11	5	16	17	9
PB.605.66	115	91	113	123	64	66	101	92
PB.605.70	0	1	1	2	2	2	4	4
PB.605.74	0	1	0	0	0	0	0	1
PB.605.78	0	1	0	2	0	0	3	2
PB.605.80	2	0	1	4	1	0	1	1
PB.605.85	0	0	0	1	0	1	0	0
PB.605.91	0	0	1	2	0	0	0	3
PB.605.94	2	0	2	3	0	1	1	3
PB.605.96	2	11	2	3	3	2	2	3
PB.605.97	0	4	2	3	1	1	0	3
PB.606.1	0	0	1	0	0	0	1	0
PB.606.2	1	0	1	1	0	0	0	0
PB.607.1	0	0	2	0	0	0	0	0
PB.607.2	2	1	0	0	0	0	0	0
PB.607.3	1	0	0	0	0	1	0	0
PB.608.1	0	2	0	0	0	2	1	0
PB.608.2	3	1	1	2	0	0	0	1
PB.609.1	0	0	1	0	0	1	0	0
PB.609.2	0	2	0	1	2	0	0	0
PB.609.3	0	1	0	2	1	0	0	0
PB.609.5	0	1	0	0	0	1	0	0
PB.610.1	1	0	0	0	0	1	0	0
PB.611.1	0	1	2	1	0	0	0	1
PB.612.1	0	4	0	1	1	6	0	1
PB.612.2	2	1	0	1	0	0	0	0
PB.612.4	0	0	1	1	0	0	1	0
PB.612.5	0	1	1	0	0	0	0	0
PB.612.6	2	0	0	0	0	1	0	1
PB.613.1	0	0	1	0	2	1	0	0
PB.614.1	2	1	0	2	1	0	0	1
PB.616.1	0	0	0	1	1	0	0	0
PB.617.1	0	0	2	0	0	0	1	1
PB.618.1	3	0	0	2	0	0	0	0
PB.619.1	0	1	0	0	1	0	0	0
PB.620.1	2	4	3	9	1	3	3	6
PB.621.1	0	0	1	0	2	0	0	0
PB.621.2	6	6	1	6	0	3	3	1
PB.622.1	0	0	0	2	0	0	0	0
PB.623.1	6	10	5	5	15	10	1	5
PB.623.2	1	0	1	1	0	0	1	0
PB.624.1	1	0	1	2	1	1	0	0
PB.628.1	0	0	1	1	0	0	0	0
PB.629.1	3	1	2	0	3	2	2	0
PB.630.1	1	1	0	0	0	0	0	0
PB.631.1	0	2	1	2	2	0	0	0
PB.632.1	1	0	0	0	0	1	1	0
PB.633.1	1	2	1	0	0	0	0	1
PB.633.2	0	2	0	0	0	1	0	0
PB.634.2	0	0	1	0	1	1	2	0
PB.635.1	0	0	0	0	1	1	0	0
PB.636.1	0	0	1	0	0	1	0	0
PB.638.1	0	0	2	0	0	0	0	0
PB.639.1	0	0	0	0	0	0	0	2
PB.640.2	25	25	22	34	8	18	29	32
PB.640.3	1	0	0	0	0	0	1	0
PB.642.1	1	2	2	0	1	2	1	2
PB.642.11	1	0	1	0	0	0	1	2
PB.642.12	0	3	1	0	0	3	0	0
PB.642.13	0	1	0	0	0	1	0	0
PB.642.14	0	1	1	0	0	0	0	0
PB.642.4	12	23	12	23	15	23	23	26
PB.642.6	0	2	1	1	1	0	0	2
PB.642.7	1	1	0	4	2	3	2	2
PB.642.8	2	3	2	3	1	7	2	0
PB.642.9	3	2	2	1	2	6	3	0
PB.643.1	0	0	0	3	0	1	1	0
PB.644.1	3	3	3	5	2	2	0	1
PB.645.1	1	0	0	0	0	0	1	1
PB.646.1	0	0	0	0	0	0	0	2
PB.647.1	1	0	0	1	0	0	0	0
PB.649.1	1	0	0	0	0	0	0	1
PB.649.2	3	1	1	0	0	1	0	2
PB.649.3	0	0	0	1	0	0	1	0
PB.651.1	0	0	2	0	0	0	0	1
PB.652.2	1	6	6	2	3	7	4	4
PB.652.3	0	2	1	0	0	0	0	0
PB.653.1	0	2	0	0	0	1	0	0
PB.653.2	0	0	0	1	0	0	1	0
PB.653.3	0	1	1	1	1	0	0	1
PB.654.1	1	1	1	1	1	3	1	2
PB.655.1	0	1	2	0	1	3	0	0
PB.656.1	2	2	1	2	0	2	0	0
PB.656.2	0	1	0	1	0	2	0	1
PB.656.3	0	0	1	0	0	0	0	1
PB.657.2	1	0	0	1	0	0	1	0
PB.657.4	1	0	0	1	0	1	0	1
PB.657.5	2	3	1	4	6	1	0	4
PB.657.6	0	0	1	0	0	0	0	1
PB.657.7	0	0	1	1	0	0	0	0
PB.658.16	1	0	0	0	0	0	0	1
PB.658.27	4	1	0	3	0	0	5	3
PB.658.28	2	2	1	2	1	1	1	0
PB.658.29	1	0	1	3	2	1	0	0
PB.658.31	0	1	2	1	1	0	0	1
PB.658.32	2	0	1	1	3	1	0	0
PB.658.33	0	1	2	0	0	0	0	1
PB.659.1	2	2	0	2	0	0	2	2
PB.661.1	1	0	0	1	0	0	0	1
PB.661.2	0	0	0	2	0	0	0	2
PB.663.1	0	1	0	0	0	0	0	1
PB.663.2	2	0	0	0	0	0	0	0
PB.667.2	3	3	2	5	5	4	1	1
PB.668.1	6	5	4	7	0	5	3	8
PB.668.2	0	0	2	0	0	0	0	0
PB.668.3	0	1	0	0	0	0	0	1
PB.669.1	0	1	0	1	0	0	1	1
PB.670.1	1	0	1	1	0	1	0	0
PB.670.2	1	1	1	1	0	2	0	0
PB.671.1	2	2	2	1	0	0	0	0
PB.672.10	0	3	1	2	1	1	3	1
PB.672.11	0	0	2	0	2	0	0	0
PB.672.12	1	0	0	0	0	2	0	0
PB.672.2	0	0	0	1	1	0	0	0
